CTID_FIVETRAN_ID,ID,CUSTOMER_ID,ORDER_DATE,STATUS,SHIPPING_METHOD,SHIPPING_ADDRESS,SHIPPING_CITY,SHIPPING_STATE,SHIPPING_ZIP,SUBTOTAL,TAX_AMOUNT,SHIPPING_COST,TOTAL_AMOUNT,CREATED_AT,UPDATED_AT,_FIVETRAN_DELETED,_FIVETRAN_SYNCED,WAREHOUSE_ID,DEMO_BATCH_ID
DEMO_OR000188,90188,188,2025-12-06 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-06 00:00:00.000,2025-12-06 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000189,90189,189,2025-12-07 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-07 00:00:00.000,2025-12-07 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000190,90190,190,2025-12-08 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-08 00:00:00.000,2025-12-08 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000191,90191,191,2025-12-09 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-09 00:00:00.000,2025-12-09 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000192,90192,192,2025-12-10 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-10 00:00:00.000,2025-12-10 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000193,90193,193,2025-12-11 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-11 00:00:00.000,2025-12-11 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000194,90194,194,2025-12-12 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-12 00:00:00.000,2025-12-12 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000195,90195,195,2025-12-13 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-13 00:00:00.000,2025-12-13 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000196,90196,196,2025-12-14 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-14 00:00:00.000,2025-12-14 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000197,90197,197,2025-12-15 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-15 00:00:00.000,2025-12-15 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000198,90198,198,2025-12-16 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-16 00:00:00.000,2025-12-16 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000199,90199,199,2025-12-17 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-17 00:00:00.000,2025-12-17 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000200,90200,200,2025-12-18 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-18 00:00:00.000,2025-12-18 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000201,90201,201,2025-12-19 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-19 00:00:00.000,2025-12-19 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000202,90202,202,2025-12-20 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-20 00:00:00.000,2025-12-20 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000203,90203,203,2025-12-21 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-21 00:00:00.000,2025-12-21 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000204,90204,204,2025-12-22 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-22 00:00:00.000,2025-12-22 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000205,90205,205,2025-12-23 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-23 00:00:00.000,2025-12-23 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000206,90206,206,2025-12-24 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-24 00:00:00.000,2025-12-24 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000207,90207,207,2025-12-25 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-25 00:00:00.000,2025-12-25 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000208,90208,208,2025-12-26 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-26 00:00:00.000,2025-12-26 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000209,90209,209,2025-12-27 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-27 00:00:00.000,2025-12-27 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000210,90210,210,2025-12-28 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-28 00:00:00.000,2025-12-28 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000211,90211,211,2025-12-29 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-29 00:00:00.000,2025-12-29 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000212,90212,212,2025-12-30 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-30 00:00:00.000,2025-12-30 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000213,90213,213,2025-12-31 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2025-12-31 00:00:00.000,2025-12-31 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000214,90214,214,2026-01-01 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-01 00:00:00.000,2026-01-01 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000215,90215,215,2026-01-02 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-02 00:00:00.000,2026-01-02 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000216,90216,216,2026-01-03 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-03 00:00:00.000,2026-01-03 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000217,90217,217,2026-01-04 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-04 00:00:00.000,2026-01-04 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000218,90218,218,2026-01-05 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-05 00:00:00.000,2026-01-05 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000219,90219,219,2026-01-06 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-06 00:00:00.000,2026-01-06 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000220,90220,220,2026-01-07 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-07 00:00:00.000,2026-01-07 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000221,90221,221,2026-01-08 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-08 00:00:00.000,2026-01-08 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000222,90222,222,2026-01-09 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-09 00:00:00.000,2026-01-09 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000223,90223,223,2026-01-10 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-10 00:00:00.000,2026-01-10 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000224,90224,224,2026-01-11 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-11 00:00:00.000,2026-01-11 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000225,90225,225,2026-01-12 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-12 00:00:00.000,2026-01-12 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000226,90226,226,2026-01-13 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-13 00:00:00.000,2026-01-13 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000227,90227,227,2026-01-14 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-14 00:00:00.000,2026-01-14 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000228,90228,228,2026-01-15 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-15 00:00:00.000,2026-01-15 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000229,90229,229,2026-01-16 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-16 00:00:00.000,2026-01-16 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000230,90230,230,2026-01-17 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-17 00:00:00.000,2026-01-17 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000231,90231,231,2026-01-18 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-18 00:00:00.000,2026-01-18 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000232,90232,232,2026-01-19 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-19 00:00:00.000,2026-01-19 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000233,90233,233,2026-01-20 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-20 00:00:00.000,2026-01-20 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000234,90234,234,2026-01-21 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-21 00:00:00.000,2026-01-21 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000235,90235,235,2026-01-22 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-22 00:00:00.000,2026-01-22 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000236,90236,236,2026-01-23 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-23 00:00:00.000,2026-01-23 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000237,90237,237,2026-01-24 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-24 00:00:00.000,2026-01-24 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000238,90238,238,2026-01-25 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-25 00:00:00.000,2026-01-25 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000239,90239,239,2026-01-26 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-26 00:00:00.000,2026-01-26 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000240,90240,240,2026-01-27 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-27 00:00:00.000,2026-01-27 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000241,90241,241,2026-01-28 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-28 00:00:00.000,2026-01-28 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000242,90242,242,2026-01-29 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-29 00:00:00.000,2026-01-29 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000243,90243,243,2026-01-30 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-30 00:00:00.000,2026-01-30 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000244,90244,244,2026-01-31 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-01-31 00:00:00.000,2026-01-31 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000245,90245,245,2026-02-01 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-01 00:00:00.000,2026-02-01 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000246,90246,246,2026-02-02 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-02 00:00:00.000,2026-02-02 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000247,90247,247,2026-02-03 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-03 00:00:00.000,2026-02-03 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000248,90248,248,2026-02-04 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-04 00:00:00.000,2026-02-04 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000249,90249,249,2026-02-05 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-05 00:00:00.000,2026-02-05 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000250,90250,250,2026-02-06 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-06 00:00:00.000,2026-02-06 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000251,90251,251,2026-02-07 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-07 00:00:00.000,2026-02-07 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000252,90252,252,2026-02-08 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-08 00:00:00.000,2026-02-08 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000253,90253,253,2026-02-09 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-09 00:00:00.000,2026-02-09 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000254,90254,254,2026-02-10 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-10 00:00:00.000,2026-02-10 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000255,90255,255,2026-02-11 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-11 00:00:00.000,2026-02-11 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000256,90256,256,2026-02-12 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-12 00:00:00.000,2026-02-12 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000257,90257,257,2026-02-13 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-13 00:00:00.000,2026-02-13 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000258,90258,258,2026-02-14 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-14 00:00:00.000,2026-02-14 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000259,90259,259,2026-02-15 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-15 00:00:00.000,2026-02-15 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000260,90260,260,2026-02-16 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-16 00:00:00.000,2026-02-16 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000261,90261,261,2026-02-17 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-17 00:00:00.000,2026-02-17 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000262,90262,262,2026-02-18 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-18 00:00:00.000,2026-02-18 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000263,90263,263,2026-02-19 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-19 00:00:00.000,2026-02-19 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000264,90264,264,2026-02-20 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-20 00:00:00.000,2026-02-20 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000265,90265,265,2026-02-21 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-21 00:00:00.000,2026-02-21 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000266,90266,266,2026-02-22 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-22 00:00:00.000,2026-02-22 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000267,90267,267,2026-02-23 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-23 00:00:00.000,2026-02-23 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000268,90268,268,2026-02-24 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-24 00:00:00.000,2026-02-24 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000269,90269,269,2026-02-25 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-25 00:00:00.000,2026-02-25 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000270,90270,270,2026-02-26 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-26 00:00:00.000,2026-02-26 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000271,90271,271,2026-02-27 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-27 00:00:00.000,2026-02-27 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000272,90272,272,2026-02-28 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-02-28 00:00:00.000,2026-02-28 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000273,90273,273,2026-03-01 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-01 00:00:00.000,2026-03-01 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000274,90274,274,2026-03-02 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-02 00:00:00.000,2026-03-02 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000275,90275,275,2026-03-03 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-03 00:00:00.000,2026-03-03 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000276,90276,276,2026-03-04 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-04 00:00:00.000,2026-03-04 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000277,90277,277,2026-03-05 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-05 00:00:00.000,2026-03-05 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000278,90278,278,2026-03-06 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-06 00:00:00.000,2026-03-06 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
DEMO_OR000279,90279,279,2026-03-07 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-07 00:00:00.000,2026-03-07 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,4,DEMO_2026_SCENARIOS
DEMO_OR000280,90280,280,2026-03-08 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-08 00:00:00.000,2026-03-08 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,5,DEMO_2026_SCENARIOS
DEMO_OR000281,90281,281,2026-03-09 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-09 00:00:00.000,2026-03-09 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,1,DEMO_2026_SCENARIOS
DEMO_OR000282,90282,282,2026-03-10 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-10 00:00:00.000,2026-03-10 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,2,DEMO_2026_SCENARIOS
DEMO_OR000283,90283,283,2026-03-11 00:00:00.000,delivered,standard,123 Demo St,Anytown,CA,90001,49.99,4.50,5.99,60.48,2026-03-11 00:00:00.000,2026-03-11 00:00:00.000,FALSE,2026-05-15 14:57:24.594 -0700,3,DEMO_2026_SCENARIOS
