CTID_FIVETRAN_ID,ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,ADDRESS,CITY,STATE,ZIP,REGION,CUSTOMER_TYPE,CREATED_AT,UPDATED_AT,_FIVETRAN_DELETED,_FIVETRAN_SYNCED
TBD_CU_000230,230,Rowan,King,rowan.king.230@example.com,555-1610,230 Hardware Way,Columbus,OH,43201,Midwest,residential,2023-07-12 00:00:00.000,2023-07-12 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000231,231,Logan,Wright,logan.wright.231@example.com,555-1617,231 Hardware Way,Edison,NJ,08817,Northeast,residential,2023-07-09 00:00:00.000,2023-07-09 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000232,232,Parker,Scott,parker.scott.232@example.com,555-1624,232 Hardware Way,Atlanta,GA,30301,Southeast,residential,2023-07-06 00:00:00.000,2023-07-06 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000233,233,Harper,Hill,harper.hill.233@example.com,555-1631,233 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2023-07-03 00:00:00.000,2023-07-03 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000234,234,Sawyer,Green,sawyer.green.234@example.com,555-1638,234 Hardware Way,Denver,CO,80201,West,residential,2023-06-30 00:00:00.000,2023-06-30 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000235,235,Finley,Adams,finley.adams.235@example.com,555-1645,235 Hardware Way,Dallas,TX,75201,South,residential,2023-06-27 00:00:00.000,2023-06-27 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000236,236,Charlie,Baker,charlie.baker.236@example.com,555-1652,236 Hardware Way,San Jose,CA,95101,West,contractor,2023-06-24 00:00:00.000,2023-06-24 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000237,237,Hayden,Nelson,hayden.nelson.237@example.com,555-1659,237 Hardware Way,Chicago,IL,60601,Midwest,contractor,2023-06-21 00:00:00.000,2023-06-21 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000238,238,Peyton,Carter,peyton.carter.238@example.com,555-1666,238 Hardware Way,Orlando,FL,32801,Southeast,contractor,2023-06-18 00:00:00.000,2023-06-18 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000239,239,Dakota,Mitchell,dakota.mitchell.239@example.com,555-1673,239 Hardware Way,Philadelphia,PA,19101,Northeast,business,2023-06-15 00:00:00.000,2023-06-15 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000240,240,Sage,Perez,sage.perez.240@example.com,555-1680,240 Hardware Way,Columbus,OH,43201,Midwest,residential,2023-06-12 00:00:00.000,2023-06-12 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000241,241,John,Smith,john.smith.241@example.com,555-1687,241 Hardware Way,Edison,NJ,08817,Northeast,residential,2023-06-09 00:00:00.000,2023-06-09 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000242,242,Jane,Johnson,jane.johnson.242@example.com,555-1694,242 Hardware Way,Atlanta,GA,30301,Southeast,residential,2023-06-06 00:00:00.000,2023-06-06 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000243,243,Alex,Williams,alex.williams.243@example.com,555-1701,243 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2023-06-03 00:00:00.000,2023-06-03 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000244,244,Chris,Brown,chris.brown.244@example.com,555-1708,244 Hardware Way,Denver,CO,80201,West,residential,2023-05-31 00:00:00.000,2023-05-31 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000245,245,Pat,Jones,pat.jones.245@example.com,555-1715,245 Hardware Way,Dallas,TX,75201,South,residential,2023-05-28 00:00:00.000,2023-05-28 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000246,246,Sam,Garcia,sam.garcia.246@example.com,555-1722,246 Hardware Way,San Jose,CA,95101,West,contractor,2023-05-25 00:00:00.000,2023-05-25 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000247,247,Morgan,Miller,morgan.miller.247@example.com,555-1729,247 Hardware Way,Chicago,IL,60601,Midwest,contractor,2023-05-22 00:00:00.000,2023-05-22 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000248,248,Taylor,Davis,taylor.davis.248@example.com,555-1736,248 Hardware Way,Orlando,FL,32801,Southeast,contractor,2023-05-19 00:00:00.000,2023-05-19 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000249,249,Jordan,Martinez,jordan.martinez.249@example.com,555-1743,249 Hardware Way,Philadelphia,PA,19101,Northeast,business,2023-05-16 00:00:00.000,2023-05-16 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000250,250,Casey,Anderson,casey.anderson.250@example.com,555-1750,250 Hardware Way,Columbus,OH,43201,Midwest,residential,2023-05-13 00:00:00.000,2023-05-13 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000251,251,Drew,Thomas,drew.thomas.251@example.com,555-1757,251 Hardware Way,Edison,NJ,08817,Northeast,residential,2023-05-10 00:00:00.000,2023-05-10 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000252,252,Dylan,Jackson,dylan.jackson.252@example.com,555-1764,252 Hardware Way,Atlanta,GA,30301,Southeast,residential,2023-05-07 00:00:00.000,2023-05-07 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000253,253,Avery,White,avery.white.253@example.com,555-1771,253 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2023-05-04 00:00:00.000,2023-05-04 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000254,254,Riley,Harris,riley.harris.254@example.com,555-1778,254 Hardware Way,Denver,CO,80201,West,residential,2023-05-01 00:00:00.000,2023-05-01 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000255,255,Quinn,Martin,quinn.martin.255@example.com,555-1785,255 Hardware Way,Dallas,TX,75201,South,residential,2023-04-28 00:00:00.000,2023-04-28 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000256,256,Blake,Thompson,blake.thompson.256@example.com,555-1792,256 Hardware Way,San Jose,CA,95101,West,contractor,2023-04-25 00:00:00.000,2023-04-25 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000257,257,Reese,Moore,reese.moore.257@example.com,555-1799,257 Hardware Way,Chicago,IL,60601,Midwest,contractor,2023-04-22 00:00:00.000,2023-04-22 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000258,258,Skyler,Allen,skyler.allen.258@example.com,555-1806,258 Hardware Way,Orlando,FL,32801,Southeast,contractor,2023-04-19 00:00:00.000,2023-04-19 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000259,259,Emery,Young,emery.young.259@example.com,555-1813,259 Hardware Way,Philadelphia,PA,19101,Northeast,business,2023-04-16 00:00:00.000,2023-04-16 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000260,260,Rowan,King,rowan.king.260@example.com,555-1820,260 Hardware Way,Columbus,OH,43201,Midwest,residential,2023-04-13 00:00:00.000,2023-04-13 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000261,261,Logan,Wright,logan.wright.261@example.com,555-1827,261 Hardware Way,Edison,NJ,08817,Northeast,residential,2023-04-10 00:00:00.000,2023-04-10 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000262,262,Parker,Scott,parker.scott.262@example.com,555-1834,262 Hardware Way,Atlanta,GA,30301,Southeast,residential,2023-04-07 00:00:00.000,2023-04-07 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000263,263,Harper,Hill,harper.hill.263@example.com,555-1841,263 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2023-04-04 00:00:00.000,2023-04-04 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000264,264,Sawyer,Green,sawyer.green.264@example.com,555-1848,264 Hardware Way,Denver,CO,80201,West,residential,2023-04-01 00:00:00.000,2023-04-01 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000265,265,Finley,Adams,finley.adams.265@example.com,555-1855,265 Hardware Way,Dallas,TX,75201,South,residential,2023-03-29 00:00:00.000,2023-03-29 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000266,266,Charlie,Baker,charlie.baker.266@example.com,555-1862,266 Hardware Way,San Jose,CA,95101,West,contractor,2023-03-26 00:00:00.000,2023-03-26 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000267,267,Hayden,Nelson,hayden.nelson.267@example.com,555-1869,267 Hardware Way,Chicago,IL,60601,Midwest,contractor,2025-05-31 00:00:00.000,2025-05-31 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000268,268,Peyton,Carter,peyton.carter.268@example.com,555-1876,268 Hardware Way,Orlando,FL,32801,Southeast,contractor,2025-05-28 00:00:00.000,2025-05-28 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000269,269,Dakota,Mitchell,dakota.mitchell.269@example.com,555-1883,269 Hardware Way,Philadelphia,PA,19101,Northeast,business,2025-05-25 00:00:00.000,2025-05-25 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000270,270,Sage,Perez,sage.perez.270@example.com,555-1890,270 Hardware Way,Columbus,OH,43201,Midwest,residential,2025-05-22 00:00:00.000,2025-05-22 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000271,271,John,Smith,john.smith.271@example.com,555-1897,271 Hardware Way,Edison,NJ,08817,Northeast,residential,2025-05-19 00:00:00.000,2025-05-19 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000272,272,Jane,Johnson,jane.johnson.272@example.com,555-1904,272 Hardware Way,Atlanta,GA,30301,Southeast,residential,2025-05-16 00:00:00.000,2025-05-16 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000273,273,Alex,Williams,alex.williams.273@example.com,555-1911,273 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2025-05-13 00:00:00.000,2025-05-13 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000274,274,Chris,Brown,chris.brown.274@example.com,555-1918,274 Hardware Way,Denver,CO,80201,West,residential,2025-05-10 00:00:00.000,2025-05-10 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000275,275,Pat,Jones,pat.jones.275@example.com,555-1925,275 Hardware Way,Dallas,TX,75201,South,residential,2025-05-07 00:00:00.000,2025-05-07 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000276,276,Sam,Garcia,sam.garcia.276@example.com,555-1932,276 Hardware Way,San Jose,CA,95101,West,contractor,2025-05-04 00:00:00.000,2025-05-04 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000277,277,Morgan,Miller,morgan.miller.277@example.com,555-1939,277 Hardware Way,Chicago,IL,60601,Midwest,contractor,2025-05-01 00:00:00.000,2025-05-01 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000278,278,Taylor,Davis,taylor.davis.278@example.com,555-1946,278 Hardware Way,Orlando,FL,32801,Southeast,contractor,2025-04-28 00:00:00.000,2025-04-28 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000279,279,Jordan,Martinez,jordan.martinez.279@example.com,555-1953,279 Hardware Way,Philadelphia,PA,19101,Northeast,business,2025-04-25 00:00:00.000,2025-04-25 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000280,280,Casey,Anderson,casey.anderson.280@example.com,555-1960,280 Hardware Way,Columbus,OH,43201,Midwest,residential,2025-04-22 00:00:00.000,2025-04-22 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000281,281,Drew,Thomas,drew.thomas.281@example.com,555-1967,281 Hardware Way,Edison,NJ,08817,Northeast,residential,2025-04-19 00:00:00.000,2025-04-19 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000282,282,Dylan,Jackson,dylan.jackson.282@example.com,555-1974,282 Hardware Way,Atlanta,GA,30301,Southeast,residential,2025-04-16 00:00:00.000,2025-04-16 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000283,283,Avery,White,avery.white.283@example.com,555-1981,283 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2025-04-13 00:00:00.000,2025-04-13 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000284,284,Riley,Harris,riley.harris.284@example.com,555-1988,284 Hardware Way,Denver,CO,80201,West,residential,2025-04-10 00:00:00.000,2025-04-10 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000285,285,Quinn,Martin,quinn.martin.285@example.com,555-1995,285 Hardware Way,Dallas,TX,75201,South,residential,2025-04-07 00:00:00.000,2025-04-07 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000286,286,Blake,Thompson,blake.thompson.286@example.com,555-2002,286 Hardware Way,San Jose,CA,95101,West,contractor,2025-04-04 00:00:00.000,2025-04-04 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000287,287,Reese,Moore,reese.moore.287@example.com,555-2009,287 Hardware Way,Chicago,IL,60601,Midwest,contractor,2025-04-01 00:00:00.000,2025-04-01 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000288,288,Skyler,Allen,skyler.allen.288@example.com,555-2016,288 Hardware Way,Orlando,FL,32801,Southeast,contractor,2025-03-29 00:00:00.000,2025-03-29 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000289,289,Emery,Young,emery.young.289@example.com,555-2023,289 Hardware Way,Philadelphia,PA,19101,Northeast,business,2025-03-26 00:00:00.000,2025-03-26 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000290,290,Rowan,King,rowan.king.290@example.com,555-2030,290 Hardware Way,Columbus,OH,43201,Midwest,residential,2025-03-23 00:00:00.000,2025-03-23 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000291,291,Logan,Wright,logan.wright.291@example.com,555-2037,291 Hardware Way,Edison,NJ,08817,Northeast,residential,2025-03-20 00:00:00.000,2025-03-20 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000292,292,Parker,Scott,parker.scott.292@example.com,555-2044,292 Hardware Way,Atlanta,GA,30301,Southeast,residential,2025-03-17 00:00:00.000,2025-03-17 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000293,293,Harper,Hill,harper.hill.293@example.com,555-2051,293 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2025-03-14 00:00:00.000,2025-03-14 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000294,294,Sawyer,Green,sawyer.green.294@example.com,555-2058,294 Hardware Way,Denver,CO,80201,West,residential,2025-03-11 00:00:00.000,2025-03-11 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000295,295,Finley,Adams,finley.adams.295@example.com,555-2065,295 Hardware Way,Dallas,TX,75201,South,residential,2025-03-08 00:00:00.000,2025-03-08 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000296,296,Charlie,Baker,charlie.baker.296@example.com,555-2072,296 Hardware Way,San Jose,CA,95101,West,contractor,2025-03-05 00:00:00.000,2025-03-05 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000297,297,Hayden,Nelson,hayden.nelson.297@example.com,555-2079,297 Hardware Way,Chicago,IL,60601,Midwest,contractor,2025-03-02 00:00:00.000,2025-03-02 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000298,298,Peyton,Carter,peyton.carter.298@example.com,555-2086,298 Hardware Way,Orlando,FL,32801,Southeast,contractor,2025-02-27 00:00:00.000,2025-02-27 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000299,299,Dakota,Mitchell,dakota.mitchell.299@example.com,555-2093,299 Hardware Way,Philadelphia,PA,19101,Northeast,business,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000300,300,Sage,Perez,sage.perez.300@example.com,555-2100,300 Hardware Way,Columbus,OH,43201,Midwest,residential,2025-02-21 00:00:00.000,2025-02-21 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000301,301,John,Smith,john.smith.301@example.com,555-2107,301 Hardware Way,Edison,NJ,08817,Northeast,residential,2025-02-18 00:00:00.000,2025-02-18 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000302,302,Jane,Johnson,jane.johnson.302@example.com,555-2114,302 Hardware Way,Atlanta,GA,30301,Southeast,residential,2025-02-15 00:00:00.000,2025-02-15 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000303,303,Alex,Williams,alex.williams.303@example.com,555-2121,303 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2025-02-12 00:00:00.000,2025-02-12 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000304,304,Chris,Brown,chris.brown.304@example.com,555-2128,304 Hardware Way,Denver,CO,80201,West,residential,2025-02-09 00:00:00.000,2025-02-09 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000305,305,Pat,Jones,pat.jones.305@example.com,555-2135,305 Hardware Way,Dallas,TX,75201,South,residential,2025-02-06 00:00:00.000,2025-02-06 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000306,306,Sam,Garcia,sam.garcia.306@example.com,555-2142,306 Hardware Way,San Jose,CA,95101,West,contractor,2025-02-03 00:00:00.000,2025-02-03 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000307,307,Morgan,Miller,morgan.miller.307@example.com,555-2149,307 Hardware Way,Chicago,IL,60601,Midwest,contractor,2025-01-31 00:00:00.000,2025-01-31 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000308,308,Taylor,Davis,taylor.davis.308@example.com,555-2156,308 Hardware Way,Orlando,FL,32801,Southeast,contractor,2025-01-28 00:00:00.000,2025-01-28 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000309,309,Jordan,Martinez,jordan.martinez.309@example.com,555-2163,309 Hardware Way,Philadelphia,PA,19101,Northeast,business,2025-01-25 00:00:00.000,2025-01-25 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000310,310,Casey,Anderson,casey.anderson.310@example.com,555-2170,310 Hardware Way,Columbus,OH,43201,Midwest,residential,2025-01-22 00:00:00.000,2025-01-22 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000311,311,Drew,Thomas,drew.thomas.311@example.com,555-2177,311 Hardware Way,Edison,NJ,08817,Northeast,residential,2025-01-19 00:00:00.000,2025-01-19 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000312,312,Dylan,Jackson,dylan.jackson.312@example.com,555-2184,312 Hardware Way,Atlanta,GA,30301,Southeast,residential,2025-01-16 00:00:00.000,2025-01-16 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000313,313,Avery,White,avery.white.313@example.com,555-2191,313 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2025-01-13 00:00:00.000,2025-01-13 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000314,314,Riley,Harris,riley.harris.314@example.com,555-2198,314 Hardware Way,Denver,CO,80201,West,residential,2025-01-10 00:00:00.000,2025-01-10 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000315,315,Quinn,Martin,quinn.martin.315@example.com,555-2205,315 Hardware Way,Dallas,TX,75201,South,residential,2025-01-07 00:00:00.000,2025-01-07 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000316,316,Blake,Thompson,blake.thompson.316@example.com,555-2212,316 Hardware Way,San Jose,CA,95101,West,contractor,2025-01-04 00:00:00.000,2025-01-04 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000317,317,Reese,Moore,reese.moore.317@example.com,555-2219,317 Hardware Way,Chicago,IL,60601,Midwest,contractor,2025-01-01 00:00:00.000,2025-01-01 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000318,318,Skyler,Allen,skyler.allen.318@example.com,555-2226,318 Hardware Way,Orlando,FL,32801,Southeast,contractor,2024-12-29 00:00:00.000,2024-12-29 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000319,319,Emery,Young,emery.young.319@example.com,555-2233,319 Hardware Way,Philadelphia,PA,19101,Northeast,business,2024-12-26 00:00:00.000,2024-12-26 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000320,320,Rowan,King,rowan.king.320@example.com,555-2240,320 Hardware Way,Columbus,OH,43201,Midwest,residential,2024-12-23 00:00:00.000,2024-12-23 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000321,321,Logan,Wright,logan.wright.321@example.com,555-2247,321 Hardware Way,Edison,NJ,08817,Northeast,residential,2024-12-20 00:00:00.000,2024-12-20 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000322,322,Parker,Scott,parker.scott.322@example.com,555-2254,322 Hardware Way,Atlanta,GA,30301,Southeast,residential,2024-12-17 00:00:00.000,2024-12-17 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000323,323,Harper,Hill,harper.hill.323@example.com,555-2261,323 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2024-12-14 00:00:00.000,2024-12-14 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000324,324,Sawyer,Green,sawyer.green.324@example.com,555-2268,324 Hardware Way,Denver,CO,80201,West,residential,2024-12-11 00:00:00.000,2024-12-11 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000325,325,Finley,Adams,finley.adams.325@example.com,555-2275,325 Hardware Way,Dallas,TX,75201,South,residential,2024-12-08 00:00:00.000,2024-12-08 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000326,326,Charlie,Baker,charlie.baker.326@example.com,555-2282,326 Hardware Way,San Jose,CA,95101,West,contractor,2024-12-05 00:00:00.000,2024-12-05 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000327,327,Hayden,Nelson,hayden.nelson.327@example.com,555-2289,327 Hardware Way,Chicago,IL,60601,Midwest,contractor,2024-12-02 00:00:00.000,2024-12-02 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000328,328,Peyton,Carter,peyton.carter.328@example.com,555-2296,328 Hardware Way,Orlando,FL,32801,Southeast,contractor,2024-11-29 00:00:00.000,2024-11-29 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000329,329,Dakota,Mitchell,dakota.mitchell.329@example.com,555-2303,329 Hardware Way,Philadelphia,PA,19101,Northeast,business,2024-11-26 00:00:00.000,2024-11-26 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000330,330,Sage,Perez,sage.perez.330@example.com,555-2310,330 Hardware Way,Columbus,OH,43201,Midwest,residential,2024-11-23 00:00:00.000,2024-11-23 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000331,331,John,Smith,john.smith.331@example.com,555-2317,331 Hardware Way,Edison,NJ,08817,Northeast,residential,2024-11-20 00:00:00.000,2024-11-20 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000332,332,Jane,Johnson,jane.johnson.332@example.com,555-2324,332 Hardware Way,Atlanta,GA,30301,Southeast,residential,2024-11-17 00:00:00.000,2024-11-17 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000333,333,Alex,Williams,alex.williams.333@example.com,555-2331,333 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2024-11-14 00:00:00.000,2024-11-14 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000334,334,Chris,Brown,chris.brown.334@example.com,555-2338,334 Hardware Way,Denver,CO,80201,West,residential,2024-11-11 00:00:00.000,2024-11-11 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000335,335,Pat,Jones,pat.jones.335@example.com,555-2345,335 Hardware Way,Dallas,TX,75201,South,residential,2024-11-08 00:00:00.000,2024-11-08 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000336,336,Sam,Garcia,sam.garcia.336@example.com,555-2352,336 Hardware Way,San Jose,CA,95101,West,contractor,2024-11-05 00:00:00.000,2024-11-05 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000337,337,Morgan,Miller,morgan.miller.337@example.com,555-2359,337 Hardware Way,Chicago,IL,60601,Midwest,contractor,2024-11-02 00:00:00.000,2024-11-02 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000338,338,Taylor,Davis,taylor.davis.338@example.com,555-2366,338 Hardware Way,Orlando,FL,32801,Southeast,contractor,2024-10-30 00:00:00.000,2024-10-30 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000339,339,Jordan,Martinez,jordan.martinez.339@example.com,555-2373,339 Hardware Way,Philadelphia,PA,19101,Northeast,business,2024-10-27 00:00:00.000,2024-10-27 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000340,340,Casey,Anderson,casey.anderson.340@example.com,555-2380,340 Hardware Way,Columbus,OH,43201,Midwest,residential,2024-10-24 00:00:00.000,2024-10-24 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000341,341,Drew,Thomas,drew.thomas.341@example.com,555-2387,341 Hardware Way,Edison,NJ,08817,Northeast,residential,2024-10-21 00:00:00.000,2024-10-21 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000342,342,Dylan,Jackson,dylan.jackson.342@example.com,555-2394,342 Hardware Way,Atlanta,GA,30301,Southeast,residential,2024-10-18 00:00:00.000,2024-10-18 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000343,343,Avery,White,avery.white.343@example.com,555-2401,343 Hardware Way,Indianapolis,IN,46201,Midwest,residential,2024-10-15 00:00:00.000,2024-10-15 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
TBD_CU_000344,344,Riley,Harris,riley.harris.344@example.com,555-2408,344 Hardware Way,Denver,CO,80201,West,residential,2024-10-12 00:00:00.000,2024-10-12 00:00:00.000,FALSE,2026-05-15 14:57:10.353 -0700
